genes,gene_short_name,GC_content,Gene_type,Transcript_name
ARHGEF35,ARHGEF35,45.36,protein_coding,ARHGEF35-201
ARHGEF38,ARHGEF38,36.36,protein_coding,ARHGEF38-201
ARHGEF39,ARHGEF39,49.95,protein_coding,ARHGEF39-205
ARHGEF4,ARHGEF4,46.7,protein_coding,ARHGEF4-205
ARHGEF5,ARHGEF5,48.06,protein_coding,ARHGEF5-204
ARHGEF6,ARHGEF6,39.75,protein_coding,ARHGEF6-202
ARHGEF7,ARHGEF7,44.55,protein_coding,ARHGEF7-216
ARHGEF9,ARHGEF9,40.8,protein_coding,ARHGEF9-201
ARID1A,ARID1A,46.19,protein_coding,ARID1A-204
ARID1B,ARID1B,40.89,protein_coding,ARID1B-236
ARID2,ARID2,36.08,protein_coding,ARID2-201
ARID3A,ARID3A,58.94,protein_coding,ARID3A-204
ARID3B,ARID3B,46.67,protein_coding,ARID3B-201
ARID4A,ARID4A,37.46,protein_coding,ARID4A-202
ARID4B,ARID4B,39.95,protein_coding,ARID4B-211
ARID5B,ARID5B,40.32,protein_coding,ARID5B-201
ARIH1,ARIH1,38.72,protein_coding,ARIH1-201
ARIH2,ARIH2,44.51,protein_coding,ARIH2-208
ARIH2OS,ARIH2OS,61.35,protein_coding,ARIH2OS-202
ARL1,ARL1,39.41,protein_coding,ARL1-201
ARL10,ARL10,50.73,protein_coding,ARL10-201
ARL11,ARL11,46.76,protein_coding,ARL11-201
ARL13B,ARL13B,36.2,protein_coding,ARL13B-207
ARL14EP,ARL14EP,36.4,protein_coding,ARL14EP-201
ARL16,ARL16,56.96,protein_coding,ARL16-201
ARL2,ARL2,55.28,protein_coding,ARL2-201
ARL3,ARL3,44.56,protein_coding,ARL3-201
ARL4A,ARL4A,42.63,protein_coding,ARL4A-202
ARL4C,ARL4C,50.41,protein_coding,ARL4C-201
ARL5A,ARL5A,37.35,protein_coding,ARL5A-207
ARL5B,ARL5B,37.18,protein_coding,ARL5B-201
ARL6IP1,ARL6IP1,40.64,protein_coding,ARL6IP1-201
ARL6IP4,ARL6IP4,65.56,protein_coding,ARL6IP4-220
ARL6IP5,ARL6IP5,42.48,protein_coding,ARL6IP5-201
ARL8A,ARL8A,53.33,protein_coding,ARL8A-201
ARL8B,ARL8B,40.81,protein_coding,ARL8B-201
ARL9,ARL9,42.09,protein_coding,ARL9-201
ARMC1,ARMC1,42.61,protein_coding,ARMC1-201
ARMC10,ARMC10,38.13,protein_coding,ARMC10-218
ARMC8,ARMC8,39.28,protein_coding,ARMC8-217
ARMC9,ARMC9,45.69,protein_coding,ARMC9-201
ARMCX3,ARMCX3,45.41,protein_coding,ARMCX3-201
ARMCX4,ARMCX4,41.06,protein_coding,ARMCX4-205
ARMCX6,ARMCX6,51.56,protein_coding,ARMCX6-206
ARMH3,ARMH3,42.35,protein_coding,ARMH3-205
ARMT1,ARMT1,39.28,protein_coding,ARMT1-201
ARNT,ARNT,41.19,protein_coding,ARNT-202
ARNT2,ARNT2,45.48,protein_coding,ARNT2-205
ARNTL2,ARNTL2,39.26,protein_coding,ARNTL2-208
ARPC1A,ARPC1A,45.22,protein_coding,ARPC1A-201
ARPC1B,ARPC1B,55.99,protein_coding,ARPC1B-208
ARPC2,ARPC2,44.27,protein_coding,ARPC2-202
ARPC3,ARPC3,45.85,protein_coding,ARPC3-201
ARPC4,ARPC4,48.44,protein_coding,ARPC4-208
ARPC5,ARPC5,38.43,protein_coding,ARPC5-202
ARPC5L,ARPC5L,52.55,protein_coding,ARPC5L-202
ARPIN,ARPIN,49.8,protein_coding,ARPIN-202
ARPIN-AP3S2,ARPIN-AP3S2,45.41,protein_coding,ARPIN-AP3S2-204
ARPP19,ARPP19,38.46,protein_coding,ARPP19-208
ARRB1,ARRB1,52.02,protein_coding,ARRB1-202
ARRB2,ARRB2,56.58,protein_coding,ARRB2-201
ARRDC1,ARRDC1,60.75,protein_coding,ARRDC1-201
ARRDC3,ARRDC3,35.7,protein_coding,ARRDC3-201
ARSA,ARSA,61.2,protein_coding,ARSA-208
ARSB,ARSB,41.01,protein_coding,ARSB-201
ARSD,ARSD,48.88,protein_coding,ARSD-202
ARSG,ARSG,45.96,protein_coding,ARSG-201
ARSK,ARSK,36.73,protein_coding,ARSK-201
ART3,ART3,39.79,protein_coding,ART3-214
ARV1,ARV1,41.64,protein_coding,ARV1-207
AS3MT,AS3MT,43.73,protein_coding,AS3MT-201
ASAH1,ASAH1,40.73,protein_coding,ASAH1-258
ASAH2B,ASAH2B,38.24,protein_coding,ASAH2B-202
ASAP1,ASAP1,42.15,protein_coding,ASAP1-214
ASAP2,ASAP2,46.56,protein_coding,ASAP2-201
ASAP3,ASAP3,49.67,protein_coding,ASAP3-209
ASB18,ASB18,45.99,protein_coding,ASB18-206
ASB3,ASB3,39.55,protein_coding,ASB3-203
ASB4,ASB4,38.27,protein_coding,ASB4-201
ASB6,ASB6,58.84,protein_coding,ASB6-203
ASB8,ASB8,42.11,protein_coding,ASB8-201
ASCC1,ASCC1,41.33,protein_coding,ASCC1-225
ASCC2,ASCC2,48.94,protein_coding,ASCC2-201
ASCC3,ASCC3,34.11,protein_coding,ASCC3-204
ASF1A,ASF1A,39.18,protein_coding,ASF1A-201
ASGR1,ASGR1,55.95,protein_coding,ASGR1-201
ASH1L,ASH1L,41.38,protein_coding,ASH1L-201
ASH2L,ASH2L,42.86,protein_coding,ASH2L-201
ASIC4,ASIC4,56.96,protein_coding,ASIC4-203
ASL,ASL,54.28,protein_coding,ASL-213
ASNS,ASNS,38.47,protein_coding,ASNS-203
ASPA,ASPA,41.06,protein_coding,ASPA-204
ASPH,ASPH,38.17,protein_coding,ASPH-203
ASPSCR1,ASPSCR1,60.76,protein_coding,ASPSCR1-209
ASRGL1,ASRGL1,44.11,protein_coding,ASRGL1-202
ASS1,ASS1,55.65,protein_coding,ASS1-201
ASTN2,ASTN2,41.84,protein_coding,ASTN2-201
ASXL1,ASXL1,42.17,protein_coding,ASXL1-227
ASXL2,ASXL2,39.52,protein_coding,ASXL2-203
ATAD1,ATAD1,36.12,protein_coding,ATAD1-201
ATAD2,ATAD2,40.58,protein_coding,ATAD2-202
ATAD2B,ATAD2B,37.99,protein_coding,ATAD2B-201
ATAD3B,ATAD3B,58.83,protein_coding,ATAD3B-206
ATAD3C,ATAD3C,56.97,protein_coding,ATAD3C-201
ATAD5,ATAD5,41.02,protein_coding,ATAD5-202
ATCAY,ATCAY,51.6,protein_coding,ATCAY-204
ATE1,ATE1,39.1,protein_coding,ATE1-203
ATF1,ATF1,41.92,protein_coding,ATF1-205
ATF2,ATF2,36.05,protein_coding,ATF2-201
ATF3,ATF3,43.16,protein_coding,ATF3-203
ATF4,ATF4,58.94,protein_coding,ATF4-203
ATF5,ATF5,55.56,protein_coding,ATF5-202
ATF6,ATF6,37.21,protein_coding,ATF6-201
ATF6B,ATF6B,51.45,protein_coding,ATF6B-217
ATF7,ATF7,42.93,protein_coding,ATF7-205
ATF7IP,ATF7IP,36.1,protein_coding,ATF7IP-213
ATF7IP2,ATF7IP2,41.4,protein_coding,ATF7IP2-211
ATG10,ATG10,38.03,protein_coding,ATG10-202
ATG101,ATG101,51.45,protein_coding,ATG101-202
ATG12,ATG12,36.6,protein_coding,ATG12-208
ATG13,ATG13,44.43,protein_coding,ATG13-226
ATG14,ATG14,41.79,protein_coding,ATG14-202
ATG16L1,ATG16L1,45.33,protein_coding,ATG16L1-209
ATG16L2,ATG16L2,52.71,protein_coding,ATG16L2-201
ATG2A,ATG2A,60.32,protein_coding,ATG2A-202
ATG2B,ATG2B,37.06,protein_coding,ATG2B-202
ATG3,ATG3,36.32,protein_coding,ATG3-201
ATG4B,ATG4B,52.33,protein_coding,ATG4B-206
ATG5,ATG5,39.61,protein_coding,ATG5-210
ATG7,ATG7,43.27,protein_coding,ATG7-214
ATIC,ATIC,41.05,protein_coding,ATIC-201
ATL1,ATL1,37.9,protein_coding,ATL1-209
ATL2,ATL2,39.46,protein_coding,ATL2-201
ATL3,ATL3,42.43,protein_coding,ATL3-201
ATM,ATM,37.52,protein_coding,ATM-212
ATMIN,ATMIN,44.63,protein_coding,ATMIN-201
ATN1,ATN1,55.53,protein_coding,ATN1-201
ATOX1,ATOX1,46.3,protein_coding,ATOX1-203
ATP10B,ATP10B,40.19,protein_coding,ATP10B-212
ATP11A,ATP11A,50.33,protein_coding,ATP11A-212
ATP11B,ATP11B,36.02,protein_coding,ATP11B-201
ATP11C,ATP11C,39.51,protein_coding,ATP11C-203
ATP13A2,ATP13A2,57.23,protein_coding,ATP13A2-201
ATP13A3,ATP13A3,38.74,protein_coding,ATP13A3-203
ATP1A1,ATP1A1,44.46,protein_coding,ATP1A1-204
ATP1A4,ATP1A4,45.77,protein_coding,ATP1A4-201
ATP1B1,ATP1B1,43.48,protein_coding,ATP1B1-202
ATP1B2,ATP1B2,54.22,protein_coding,ATP1B2-202
ATP1B3,ATP1B3,40.6,protein_coding,ATP1B3-205
ATP2A2,ATP2A2,43.42,protein_coding,ATP2A2-211
ATP2A3,ATP2A3,56.9,protein_coding,ATP2A3-205
ATP2B1,ATP2B1,36.37,protein_coding,ATP2B1-202
ATP2B4,ATP2B4,46.5,protein_coding,ATP2B4-203
ATP2C1,ATP2C1,37.56,protein_coding,ATP2C1-205
ATP2C2,ATP2C2,48.83,protein_coding,ATP2C2-201
ATP5F1A,ATP5F1A,44.44,protein_coding,ATP5F1A-202
ATP5F1B,ATP5F1B,45.22,protein_coding,ATP5F1B-204
ATP5F1C,ATP5F1C,40.09,protein_coding,ATP5F1C-202
ATP5F1D,ATP5F1D,62.95,protein_coding,ATP5F1D-202
ATP5F1E,ATP5F1E,39.32,protein_coding,ATP5F1E-201
ATP5IF1,ATP5IF1,44.37,protein_coding,ATP5IF1-204
ATP5MC1,ATP5MC1,50.08,protein_coding,ATP5MC1-201
ATP5MC2,ATP5MC2,44.44,protein_coding,ATP5MC2-206
ATP5MC3,ATP5MC3,40.96,protein_coding,ATP5MC3-201
ATP5MD,ATP5MD,43.34,protein_coding,ATP5MD-205
ATP5ME,ATP5ME,57.26,protein_coding,ATP5ME-205
ATP5MF,ATP5MF,53.67,protein_coding,ATP5MF-206
ATP5MG,ATP5MG,42.71,protein_coding,ATP5MG-201
ATP5MPL,ATP5MPL,47.77,protein_coding,ATP5MPL-201
ATP5PB,ATP5PB,39.38,protein_coding,ATP5PB-206
ATP5PD,ATP5PD,47.61,protein_coding,ATP5PD-204
ATP5PF,ATP5PF,41.96,protein_coding,ATP5PF-206
ATP5PO,ATP5PO,43.23,protein_coding,ATP5PO-205
ATP6AP1,ATP6AP1,56.75,protein_coding,ATP6AP1-201
ATP6AP1L,ATP6AP1L,40.74,protein_coding,ATP6AP1L-201
ATP6AP2,ATP6AP2,41.77,protein_coding,ATP6AP2-203
ATP6V0A1,ATP6V0A1,45.47,protein_coding,ATP6V0A1-203
ATP6V0A2,ATP6V0A2,44.39,protein_coding,ATP6V0A2-201
ATP6V0B,ATP6V0B,57.08,protein_coding,ATP6V0B-207
ATP6V0C,ATP6V0C,60.03,protein_coding,ATP6V0C-201
ATP6V0D1,ATP6V0D1,53.77,protein_coding,ATP6V0D1-217
ATP6V0D2,ATP6V0D2,39.14,protein_coding,ATP6V0D2-202
ATP6V0E1,ATP6V0E1,44.08,protein_coding,ATP6V0E1-203
ATP6V0E2,ATP6V0E2,50.62,protein_coding,ATP6V0E2-201
ATP6V1A,ATP6V1A,38.21,protein_coding,ATP6V1A-201
ATP6V1B2,ATP6V1B2,39.5,protein_coding,ATP6V1B2-201
ATP6V1C1,ATP6V1C1,38.39,protein_coding,ATP6V1C1-203
ATP6V1D,ATP6V1D,38.54,protein_coding,ATP6V1D-205
ATP6V1E1,ATP6V1E1,45.03,protein_coding,ATP6V1E1-201
ATP6V1F,ATP6V1F,52.24,protein_coding,ATP6V1F-201
ATP6V1G1,ATP6V1G1,44,protein_coding,ATP6V1G1-201
ATP6V1H,ATP6V1H,39.2,protein_coding,ATP6V1H-201
ATP7A,ATP7A,38.61,protein_coding,ATP7A-201
ATP8B1,ATP8B1,43.04,protein_coding,ATP8B1-208
ATP8B2,ATP8B2,52.38,protein_coding,ATP8B2-201
ATP8B3,ATP8B3,58.09,protein_coding,ATP8B3-201
ATP9A,ATP9A,46.63,protein_coding,ATP9A-201
ATP9B,ATP9B,41.83,protein_coding,ATP9B-213
ATPAF1,ATPAF1,41.86,protein_coding,ATPAF1-214
ATPAF2,ATPAF2,49.63,protein_coding,ATPAF2-212
ATR,ATR,37.11,protein_coding,ATR-217
ATRAID,ATRAID,45.56,protein_coding,ATRAID-201
ATRN,ATRN,40.35,protein_coding,ATRN-201
ATRX,ATRX,37.72,protein_coding,ATRX-201
ATXN1,ATXN1,41.86,protein_coding,ATXN1-201
ATXN10,ATXN10,40.57,protein_coding,ATXN10-201
ATXN1L,ATXN1L,47.19,protein_coding,ATXN1L-201
ATXN2,ATXN2,42.52,protein_coding,ATXN2-228
ATXN2L,ATXN2L,52.64,protein_coding,ATXN2L-211
ATXN3,ATXN3,42.4,protein_coding,ATXN3-252
ATXN7L3B,ATXN7L3B,38.67,protein_coding,ATXN7L3B-201
AUNIP,AUNIP,42.54,protein_coding,AUNIP-202
AUP1,AUP1,54.91,protein_coding,AUP1-202
AURKAIP1,AURKAIP1,66.87,protein_coding,AURKAIP1-203
AUTS2,AUTS2,41.07,protein_coding,AUTS2-224
AVIL,AVIL,47.57,protein_coding,AVIL-202
AVL9,AVL9,40.32,protein_coding,AVL9-207
AXIN1,AXIN1,54.38,protein_coding,AXIN1-204
AXL,AXL,50.86,protein_coding,AXL-201
AZGP1,AZGP1,48.33,protein_coding,AZGP1-205
AZI2,AZI2,34.16,protein_coding,AZI2-206
AZIN1,AZIN1,40.81,protein_coding,AZIN1-201
B2M,B2M,42.65,protein_coding,B2M-215
B3GALNT1,B3GALNT1,40.34,protein_coding,B3GALNT1-203
B3GALNT2,B3GALNT2,40.22,protein_coding,B3GALNT2-202
B3GALT1,B3GALT1,39.22,protein_coding,B3GALT1-201
B3GALT5,B3GALT5,44.29,protein_coding,B3GALT5-203
B3GAT3,B3GAT3,53.96,protein_coding,B3GAT3-201
B3GNT2,B3GNT2,45.39,protein_coding,B3GNT2-201
B3GNT5,B3GNT5,42.14,protein_coding,B3GNT5-201
B3GNT7,B3GNT7,62.73,protein_coding,B3GNT7-201
B4GALNT2,B4GALNT2,45.95,protein_coding,B4GALNT2-203
B4GALT1,B4GALT1,47.1,protein_coding,B4GALT1-201
B4GALT3,B4GALT3,52.28,protein_coding,B4GALT3-201
B4GALT4,B4GALT4,41.63,protein_coding,B4GALT4-216
B4GALT5,B4GALT5,42.32,protein_coding,B4GALT5-201
B9D2,B9D2,52.33,protein_coding,B9D2-201
BABAM1,BABAM1,52.47,protein_coding,BABAM1-208
BABAM2,BABAM2,39.38,protein_coding,BABAM2-207
BACE2,BACE2,45.56,protein_coding,BACE2-202
BACH1,BACH1,39.61,protein_coding,BACH1-211
BACH2,BACH2,40.5,protein_coding,BACH2-201
BAG1,BAG1,46.54,protein_coding,BAG1-209
BAG2,BAG2,38.77,protein_coding,BAG2-201
BAG3,BAG3,49.77,protein_coding,BAG3-201
BAG4,BAG4,41.83,protein_coding,BAG4-203
BAG5,BAG5,46.41,protein_coding,BAG5-203
BAG6,BAG6,52.35,protein_coding,BAG6-286
BAIAP2,BAIAP2,60.69,protein_coding,BAIAP2-215
BAIAP2L1,BAIAP2L1,46.78,protein_coding,BAIAP2L1-201
BAMBI,BAMBI,46.04,protein_coding,BAMBI-201
BANF1,BANF1,57.86,protein_coding,BANF1-201
BANP,BANP,51.17,protein_coding,BANP-217
BAP1,BAP1,55.75,protein_coding,BAP1-202
BARD1,BARD1,36.37,protein_coding,BARD1-201
BARX2,BARX2,42.77,protein_coding,BARX2-201
BAX,BAX,53.57,protein_coding,BAX-207
BAZ1A,BAZ1A,39.75,protein_coding,BAZ1A-201
BAZ1B,BAZ1B,43.19,protein_coding,BAZ1B-201
BAZ2A,BAZ2A,48.64,protein_coding,BAZ2A-201
BAZ2B,BAZ2B,36.16,protein_coding,BAZ2B-203
BBIP1,BBIP1,38.61,protein_coding,BBIP1-207
BBS1,BBS1,49.92,protein_coding,BBS1-210
BBS2,BBS2,40.14,protein_coding,BBS2-208
BBX,BBX,36.95,protein_coding,BBX-206
BCAM,BCAM,58.93,protein_coding,BCAM-201
BCAP29,BCAP29,37.42,protein_coding,BCAP29-201
BCAP31,BCAP31,54.21,protein_coding,BCAP31-207
BCAR3,BCAR3,45.08,protein_coding,BCAR3-204
BCAS1,BCAS1,40.73,protein_coding,BCAS1-204
BCAS2,BCAS2,40.33,protein_coding,BCAS2-201
BCAS3,BCAS3,39.85,protein_coding,BCAS3-216
BCAS4,BCAS4,50.85,protein_coding,BCAS4-201
BCAT1,BCAT1,40.01,protein_coding,BCAT1-201
BCAT2,BCAT2,54.54,protein_coding,BCAT2-203
BCCIP,BCCIP,42.86,protein_coding,BCCIP-201
BCDIN3D,BCDIN3D,45.05,protein_coding,BCDIN3D-201
BCKDHA,BCKDHA,52.33,protein_coding,BCKDHA-201
BCKDHB,BCKDHB,36.82,protein_coding,BCKDHB-203
BCL10,BCL10,39.27,protein_coding,BCL10-202
BCL11A,BCL11A,44.77,protein_coding,BCL11A-224
BCL2L1,BCL2L1,48.2,protein_coding,BCL2L1-203
BCL2L11,BCL2L11,44.42,protein_coding,BCL2L11-210
BCL2L13,BCL2L13,42.8,protein_coding,BCL2L13-205
BCL2L14,BCL2L14,40.68,protein_coding,BCL2L14-213
BCL2L15,BCL2L15,41.52,protein_coding,BCL2L15-201
BCL6,BCL6,47.68,protein_coding,BCL6-202
BCL7A,BCL7A,52.98,protein_coding,BCL7A-203
BCL7B,BCL7B,48.7,protein_coding,BCL7B-211
BCL7C,BCL7C,48.81,protein_coding,BCL7C-202
BCL9,BCL9,42.08,protein_coding,BCL9-201
BCLAF1,BCLAF1,35.59,protein_coding,BCLAF1-224
BCLAF3,BCLAF3,39.56,protein_coding,BCLAF3-203
BCO2,BCO2,40.07,protein_coding,BCO2-201
BCOR,BCOR,53.23,protein_coding,BCOR-208
BCR,BCR,53.07,protein_coding,BCR-212
BDH1,BDH1,51.24,protein_coding,BDH1-219
BDP1,BDP1,39.84,protein_coding,BDP1-210
BECN1,BECN1,44.97,protein_coding,BECN1-201
BEND2,BEND2,40.11,protein_coding,BEND2-202
BEND7,BEND7,43.55,protein_coding,BEND7-208
BEST1,BEST1,52.07,protein_coding,BEST1-201
BET1,BET1,35.67,protein_coding,BET1-202
BET1L,BET1L,48.36,protein_coding,BET1L-204
BEX3,BEX3,57.48,protein_coding,BEX3-201
BEX4,BEX4,51.94,protein_coding,BEX4-202
BFAR,BFAR,46.01,protein_coding,BFAR-201
BHLHE40,BHLHE40,47.72,protein_coding,BHLHE40-201
BHMT2,BHMT2,43.12,protein_coding,BHMT2-201
BICC1,BICC1,38,protein_coding,BICC1-202
BICD2,BICD2,51.36,protein_coding,BICD2-201
BICDL1,BICDL1,43.81,protein_coding,BICDL1-201
BICDL2,BICDL2,60.2,protein_coding,BICDL2-202
BICRA,BICRA,51.9,protein_coding,BICRA-201
BICRAL,BICRAL,44.25,protein_coding,BICRAL-201
BID,BID,52.51,protein_coding,BID-201
BIK,BIK,54.79,protein_coding,BIK-201
BIRC2,BIRC2,38.86,protein_coding,BIRC2-203
BIRC3,BIRC3,37.6,protein_coding,BIRC3-202
BIRC5,BIRC5,49.27,protein_coding,BIRC5-201
BIRC6,BIRC6,37.56,protein_coding,BIRC6-201
BIVM,BIVM,40.11,protein_coding,BIVM-201
BLCAP,BLCAP,47.98,protein_coding,BLCAP-206
BLM,BLM,40.73,protein_coding,BLM-201
BLMH,BLMH,40.18,protein_coding,BLMH-201
BLNK,BLNK,42.74,protein_coding,BLNK-201
BLOC1S1,BLOC1S1,55.05,protein_coding,BLOC1S1-203
BLOC1S2,BLOC1S2,47.31,protein_coding,BLOC1S2-203
BLOC1S3,BLOC1S3,50.27,protein_coding,BLOC1S3-201
BLOC1S5,BLOC1S5,39.98,protein_coding,BLOC1S5-202
BLOC1S6,BLOC1S6,39.59,protein_coding,BLOC1S6-216
BLVRA,BLVRA,44.31,protein_coding,BLVRA-201
BLVRB,BLVRB,49.72,protein_coding,BLVRB-205
BLZF1,BLZF1,35.78,protein_coding,BLZF1-202
BMI1,BMI1,41.91,protein_coding,BMI1-201
BMP2K,BMP2K,35.68,protein_coding,BMP2K-202
BMP7,BMP7,49.99,protein_coding,BMP7-201
BMP8B,BMP8B,55.56,protein_coding,BMP8B-201
BMPR1A,BMPR1A,39.9,protein_coding,BMPR1A-205
BMPR1B,BMPR1B,36.7,protein_coding,BMPR1B-208
BMPR2,BMPR2,41.12,protein_coding,BMPR2-202
BMS1,BMS1,40.62,protein_coding,BMS1-201
BNIP2,BNIP2,38.55,protein_coding,BNIP2-201
BNIP3,BNIP3,49.42,protein_coding,BNIP3-201
BNIP3L,BNIP3L,43.6,protein_coding,BNIP3L-204
BNIPL,BNIPL,47.22,protein_coding,BNIPL-207
BOD1L1,BOD1L1,38.88,protein_coding,BOD1L1-201
BOLA3,BOLA3,50.4,protein_coding,BOLA3-202
BORCS5,BORCS5,42.17,protein_coding,BORCS5-203
BORCS7,BORCS7,41.63,protein_coding,BORCS7-201
BORCS8,BORCS8,54.34,protein_coding,BORCS8-204
BPHL,BPHL,47.11,protein_coding,BPHL-208
BPNT1,BPNT1,40.42,protein_coding,BPNT1-205
BPTF,BPTF,40.87,protein_coding,BPTF-208
BRAF,BRAF,38,protein_coding,BRAF-204
BRAP,BRAP,44.39,protein_coding,BRAP-202
BRAT1,BRAT1,55.06,protein_coding,BRAT1-201
BRCA1,BRCA1,44.09,protein_coding,BRCA1-201
BRCA2,BRCA2,38.2,protein_coding,BRCA2-211
BRCC3,BRCC3,37.76,protein_coding,BRCC3-202
BRD2,BRD2,51.44,protein_coding,BRD2-246
BRD3,BRD3,57.61,protein_coding,BRD3-201
BRD3OS,BRD3OS,53.08,protein_coding,BRD3OS-205
BRD4,BRD4,50.24,protein_coding,BRD4-201
BRD7,BRD7,39.72,protein_coding,BRD7-205
BRD8,BRD8,43.02,protein_coding,BRD8-202
BRD9,BRD9,55.12,protein_coding,BRD9-210
BRF1,BRF1,56.66,protein_coding,BRF1-204
BRI3,BRI3,51.97,protein_coding,BRI3-202
BRI3BP,BRI3BP,48.37,protein_coding,BRI3BP-201
BRIP1,BRIP1,35.92,protein_coding,BRIP1-201
BRIX1,BRIX1,37.61,protein_coding,BRIX1-201
BRK1,BRK1,44.91,protein_coding,BRK1-201
BRMS1,BRMS1,55.88,protein_coding,BRMS1-202
BROX,BROX,36.81,protein_coding,BROX-201
BRWD1,BRWD1,38.65,protein_coding,BRWD1-201
BRWD3,BRWD3,36.14,protein_coding,BRWD3-201
BSCL2,BSCL2,51.19,protein_coding,BSCL2-212
BSDC1,BSDC1,47.99,protein_coding,BSDC1-206
BSG,BSG,62.58,protein_coding,BSG-204
BSND,BSND,51.71,protein_coding,BSND-201
BSPRY,BSPRY,46.76,protein_coding,BSPRY-201
BST2,BST2,58.4,protein_coding,BST2-201
BTAF1,BTAF1,37.37,protein_coding,BTAF1-201
BTBD1,BTBD1,39.45,protein_coding,BTBD1-201
BTBD10,BTBD10,36.22,protein_coding,BTBD10-201
BTBD11,BTBD11,46.12,protein_coding,BTBD11-201
BTBD19,BTBD19,56.17,protein_coding,BTBD19-201
BTBD2,BTBD2,55.3,protein_coding,BTBD2-210
BTBD7,BTBD7,40.08,protein_coding,BTBD7-211
BTBD9,BTBD9,40.63,protein_coding,BTBD9-201
BTF3,BTF3,38.63,protein_coding,BTF3-201
BTF3L4,BTF3L4,41.13,protein_coding,BTF3L4-201
BTG1,BTG1,42.38,protein_coding,BTG1-201
BTG2,BTG2,53.33,protein_coding,BTG2-202
BTG3,BTG3,40.74,protein_coding,BTG3-208
BTN3A1,BTN3A1,44.46,protein_coding,BTN3A1-208
BTN3A2,BTN3A2,44.34,protein_coding,BTN3A2-217
BTNL9,BTNL9,49.92,protein_coding,BTNL9-202
BUB3,BUB3,39.16,protein_coding,BUB3-203
BUD23,BUD23,54.07,protein_coding,BUD23-214
BUD31,BUD31,48.46,protein_coding,BUD31-202
BVES,BVES,40.61,protein_coding,BVES-201
BZW1,BZW1,41.12,protein_coding,BZW1-207
BZW2,BZW2,37.77,protein_coding,BZW2-204
C10orf82,C10orf82,49.61,protein_coding,C10orf82-201
C11orf1,C11orf1,42.92,protein_coding,C11orf1-202
C11orf24,C11orf24,52.05,protein_coding,C11orf24-201
C11orf49,C11orf49,41.37,protein_coding,C11orf49-220
C11orf54,C11orf54,41.12,protein_coding,C11orf54-207
C11orf58,C11orf58,38.18,protein_coding,C11orf58-208
C11orf80,C11orf80,42.68,protein_coding,C11orf80-217
C11orf98,C11orf98,51.08,protein_coding,C11orf98-201
C12orf10,C12orf10,51.2,protein_coding,C12orf10-201
C12orf29,C12orf29,36.21,protein_coding,C12orf29-205
C12orf4,C12orf4,36.55,protein_coding,C12orf4-206
C12orf43,C12orf43,49.65,protein_coding,C12orf43-201
C12orf45,C12orf45,39.89,protein_coding,C12orf45-204
C12orf49,C12orf49,44.26,protein_coding,C12orf49-201
C12orf50,C12orf50,35.94,protein_coding,C12orf50-201
C12orf57,C12orf57,52.58,protein_coding,C12orf57-203
C12orf60,C12orf60,38.54,protein_coding,C12orf60-201
C12orf65,C12orf65,47.04,protein_coding,C12orf65-201
C12orf66,C12orf66,39.91,protein_coding,C12orf66-201
C12orf76,C12orf76,45.73,protein_coding,C12orf76-203
C14orf119,C14orf119,44.77,protein_coding,C14orf119-201
C14orf132,C14orf132,47.76,protein_coding,C14orf132-203
C14orf178,C14orf178,42.44,protein_coding,C14orf178-205
C15orf40,C15orf40,44.6,protein_coding,C15orf40-208
C15orf41,C15orf41,37.44,protein_coding,C15orf41-208
C16orf70,C16orf70,47.87,protein_coding,C16orf70-203
C16orf72,C16orf72,42.03,protein_coding,C16orf72-201
C16orf87,C16orf87,36.81,protein_coding,C16orf87-202
C17orf49,C17orf49,58.07,protein_coding,C17orf49-202
C17orf75,C17orf75,44.91,protein_coding,C17orf75-210
C18orf25,C18orf25,40.58,protein_coding,C18orf25-201
C18orf32,C18orf32,43.19,protein_coding,C18orf32-203
C19orf12,C19orf12,50.38,protein_coding,C19orf12-201
C19orf25,C19orf25,62.65,protein_coding,C19orf25-205
C19orf33,C19orf33,65.48,protein_coding,C19orf33-201
C19orf44,C19orf44,51.58,protein_coding,C19orf44-201
C19orf47,C19orf47,50.5,protein_coding,C19orf47-208
C19orf48,C19orf48,54.79,protein_coding,C19orf48-210
C19orf53,C19orf53,55.77,protein_coding,C19orf53-202
C19orf54,C19orf54,54.97,protein_coding,C19orf54-201
C1D,C1D,38.27,protein_coding,C1D-201
C1GALT1,C1GALT1,37.33,protein_coding,C1GALT1-204
C1GALT1C1,C1GALT1C1,39.69,protein_coding,C1GALT1C1-201
C1orf109,C1orf109,48.39,protein_coding,C1orf109-201
C1orf112,C1orf112,39.22,protein_coding,C1orf112-209
C1orf115,C1orf115,47.84,protein_coding,C1orf115-201
C1orf122,C1orf122,63.25,protein_coding,C1orf122-202
C1orf127,C1orf127,52.15,protein_coding,C1orf127-204
C1orf131,C1orf131,43.5,protein_coding,C1orf131-202
C1orf158,C1orf158,43.81,protein_coding,C1orf158-203
C1orf174,C1orf174,49.32,protein_coding,C1orf174-203
C1orf198,C1orf198,47.8,protein_coding,C1orf198-201
C1orf210,C1orf210,53.81,protein_coding,C1orf210-202
C1orf216,C1orf216,53.21,protein_coding,C1orf216-201
C1orf35,C1orf35,60.86,protein_coding,C1orf35-203
